	Tweets	full_tweet	ID	Username	Date	Hashtags	Retweeted	Source	Likes	Retweets	Date_in_seconds	Geo	Coordinates
10	"Мне понравилось видео ""Oxxxymiron Clips - Биполярочка (2017)"" (https://t.co/NitD2e0nA8) на @YouTube."		1.0674994483544228e+18	ganesh_network	Tue Nov 27 19:24:36 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543346676.0		
11	Если бы мне кто-нибудь 5 лет назад сказал, что Oxxxymiron, Баста и Noize MC объединят усилия для помощи коллеги и з… https://t.co/XCnFvyANLf		1.0674959693386506e+18	Grace_Blacker	Tue Nov 27 19:10:46 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1.0	0.0	1543345846.0		
12	"RT @KoleNikita: Чтобы вы понимали!

На одной сцене:

Face, Рома Жиган, PLC, MARKUL, Киевстонер, 25\17, Касс, Thomas Mrvz, May Wave$, Локими…"		1.0674924413123748e+18	_zakatnaya_	Tue Nov 27 18:56:45 +0000 2018	[]	0.0	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	0.0	152.0	1543345005.0		
13	"@amadeus_bosikom Посмотри ещё перевод, вообще улетишь в меланхолию
*я еще сегодня слушаю oxxxymiron - fata morgana*"		1.0674905844436582e+18	eyeslikeprospit	Tue Nov 27 18:49:23 +0000 2018	[]	0.0	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	1.0	0.0	1543344563.0		
14	"Видео ""Oxxxymiron - Город под подошвой (2015)"" (https://t.co/Ik2iAk8mBz) на @YouTube добавлено в"		1.067487348613677e+18	MikhalchukLesha	Tue Nov 27 18:36:31 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543343791.0		
15	"Мне понравилось видео ""Oxxxymiron - Где нас нет (2016)"" (https://t.co/uBNnesQgm6) на @YouTube."		1.0674873141993513e+18	ISAAKTIM	Tue Nov 27 18:36:23 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543343783.0		
16	"RT @BstSongQuotes: ты ничем не лучше других, 
чудес не бывает

\Oxxxymiron\"		1.0674859955393864e+18	pingvinii_	Tue Nov 27 18:31:08 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0.0	16.0	1543343468.0		
17	"RT @BstSongQuotes: ты ничем не лучше других, 
чудес не бывает

\Oxxxymiron\"		1.0674854801770578e+18	_solo__	Tue Nov 27 18:29:06 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0.0	16.0	1543343346.0		
18	"Мне понравилось видео ""OXXXYMIRON &amp; NOIZE MC &amp; БАСТА - СОТВОРИЛИ ИСТОРИЮ? /"		1.0674828580910981e+18	gus_nik	Tue Nov 27 18:18:40 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543342720.0		
19	Концерт солидарности #ябудупетьсвоюмузыку БАСТА \ OXXXYMIRON \ NOIZE MC https://t.co/18Ey1CkltH через @YouTube посм… https://t.co/ecFlGABh7R		1.0674823061374689e+18	DaisieDi	Tue Nov 27 18:16:29 +0000 2018	[Hashtag(Text='ябудупетьсвоюмузыку')]	0.0	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1.0	0.0	1543342589.0		
20	"Мне понравилось видео ""Oxxxymiron, Баста и Noize MC - Я буду петь свою музыку. Концерт в"		1.0674796612220027e+18	vazhenin61	Tue Nov 27 18:05:58 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543341958.0		
21	Oxxxymiron, Noize MC и Баста пели свою музыку https://t.co/VeoLHIRvK8 с помощью @YouTube		1.0674791718557204e+18	benvele32	Tue Nov 27 18:04:02 +0000 2018	[]	0.0	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0.0	0.0	1543341842.0		
22	"RT @KoleNikita: Чтобы вы понимали!

На одной сцене:

Face, Рома Жиган, PLC, MARKUL, Киевстонер, 25\17, Касс, Thomas Mrvz, May Wave$, Локими…"		1.0674765959532872e+18	FlovyD	Tue Nov 27 17:53:47 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0.0	152.0	1543341227.0		
23	"Спасибо.
#oxxxymiron #noizemc https://t.co/yIbVDSvmob"		1.0674729034222633e+18	im_happy_axaxax	Tue Nov 27 17:39:07 +0000 2018	[Hashtag(Text='oxxxymiron'), Hashtag(Text='noizemc')]	0.0	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	5.0	0.0	1543340347.0		
24	"Мне понравилось видео ""OXXXYMIRON &amp; NOIZE MC &amp; БАСТА - СОТВОРИЛИ ИСТОРИЮ? /"		1.0674704518264136e+18	Vladimir975646	Tue Nov 27 17:29:23 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543339763.0		
25	"RT @norimyxxxo: Я БУДУ ПЕТЬ СВОЮ МУЗЫКУ: 
Баста, Oxxxymiron, Noize MC.

Концерт солидарности. 

26 ноября, Главклуб, Москва. 

Вся инфа и б…"		1.0674678166919946e+18	trapeznikov1223	Tue Nov 27 17:18:54 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0.0	4073.0	1543339134.0		
26	"Мне понравилось видео ""#Ябудупетьсвоюмузыку Noize MC, Oxxxymiron, Баста «Моя Игра»"""		1.0674620477959414e+18	abthick_	Tue Nov 27 16:55:59 +0000 2018	[Hashtag(Text='Ябудупетьсвоюмузыку')]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	1.0	0.0	1543337759.0		
27	"Мне понравилось видео ""OXXXYMIRON &amp; NOIZE MC &amp; БАСТА - СОТВОРИЛИ ИСТОРИЮ? /"		1.0674612163547587e+18	NickMikhaylov12	Tue Nov 27 16:52:41 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543337561.0		
28	"Мне понравилось видео ""OXXXYMIRON &amp; NOIZE MC &amp; БАСТА - СОТВОРИЛИ ИСТОРИЮ? /"		1.0674598497959772e+18	abthick_	Tue Nov 27 16:47:15 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543337235.0		
29	ХАСКИ, OXXXYMIRON, NOIZE MC, БАСТА.Трансляция концерта #яБудуПетьСвоюМузыку в поддержку рэпера Хаски https://t.co/HjXFbesWqH		1.0674597369189868e+18	F43J0	Tue Nov 27 16:46:48 +0000 2018	[Hashtag(Text='яБудуПетьСвоюМузыку')]	0.0	"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>"	1.0	0.0	1543337208.0		
30	"RT @BstSongQuotes: ты ничем не лучше других, 
чудес не бывает

\Oxxxymiron\"		1.067459236970541e+18	tumakova946	Tue Nov 27 16:44:49 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0.0	16.0	1543337089.0		
31	"RT @norimyxxxo: Я БУДУ ПЕТЬ СВОЮ МУЗЫКУ: 
Баста, Oxxxymiron, Noize MC.

Концерт солидарности. 

26 ноября, Главклуб, Москва. 

Вся инфа и б…"		1.0674575582548869e+18	riH80DSmHdJaRW1	Tue Nov 27 16:38:08 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0.0	4073.0	1543336688.0		
32	RT @tvrain: «Этот концерт про ситуацию, которая у нас с музыкой в данный момент развивается — не в самом, мягко говоря, лучшем направлении»…		1.0674553622347489e+18	Ev787	Tue Nov 27 16:29:25 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0.0	16.0	1543336165.0		
33	"Мне понравилось видео ""#Ябудупетьсвоюмузыку Noize MC, Oxxxymiron, Баста «Моя Игра»"""		1.0674533570638438e+18	bizmolodostj	Tue Nov 27 16:21:27 +0000 2018	[Hashtag(Text='Ябудупетьсвоюмузыку')]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	1.0	0.0	1543335687.0		
34	Концерт Басты, Oxxxymiron и Noise MC: рэперы опоздали освободить Хаски		1.0674530253573161e+18	drakopp	Tue Nov 27 16:20:08 +0000 2018	[]	0.0	"<a href=""http://seo-studio.pp.ua"" rel=""nofollow"">drakopp-app1</a>"	0.0	0.0	1543335608.0		
35	"RT @KoleNikita: Чтобы вы понимали!

На одной сцене:

Face, Рома Жиган, PLC, MARKUL, Киевстонер, 25\17, Касс, Thomas Mrvz, May Wave$, Локими…"		1.0674520197142077e+18	JaneGoner	Tue Nov 27 16:16:08 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0.0	152.0	1543335368.0		
36	"RT @KoleNikita: Чтобы вы понимали!

На одной сцене:

Face, Рома Жиган, PLC, MARKUL, Киевстонер, 25\17, Касс, Thomas Mrvz, May Wave$, Локими…"		1.0674518891833221e+18	strange_singer	Tue Nov 27 16:15:37 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0.0	152.0	1543335337.0		
37	"Мне понравилось видео ""OXXXYMIRON &amp; NOIZE MC &amp; БАСТА - СОТВОРИЛИ ИСТОРИЮ? /"		1.0674517265825628e+18	bizmolodostj	Tue Nov 27 16:14:58 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543335298.0		
38	"#Ябудупетьсвоюмузыку Noize MC, Oxxxymiron, Баста «Моя Игра» https://t.co/T2Ei6GtoFB через @YouTube

Жаль, что не см… https://t.co/apBH9AuBvX"		1.0674512642403656e+18	khodinskiy	Tue Nov 27 16:13:08 +0000 2018	[Hashtag(Text='Ябудупетьсвоюмузыку')]	0.0	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	2.0	0.0	1543335188.0		
39	"RT @BstSongQuotes: ты ничем не лучше других, 
чудес не бывает

\Oxxxymiron\"		1.0674511921193124e+18	vapautettu	Tue Nov 27 16:12:51 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0.0	16.0	1543335171.0		
40	"Мне понравилось видео ""ХАСКИ, OXXXYMIRON, NOIZE MC, БАСТА.Трансляция концерта"		1.0674506137457951e+18	leksey_doc	Tue Nov 27 16:10:33 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543335033.0		
41	"Мне понравилось видео ""OXXXYMIRON &amp; NOIZE MC &amp; БАСТА - СОТВОРИЛИ ИСТОРИЮ? /"		1.0674490898041119e+18	AlexSff2	Tue Nov 27 16:04:29 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543334669.0		
42	"Мне понравилось видео ""OXXXYMIRON &amp; NOIZE MC &amp; БАСТА - СОТВОРИЛИ ИСТОРИЮ? /"		1.0674483192056668e+18	sashabeliaev834	Tue Nov 27 16:01:26 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543334486.0		
43	"RT @KoleNikita: Чтобы вы понимали!

На одной сцене:

Face, Рома Жиган, PLC, MARKUL, Киевстонер, 25\17, Касс, Thomas Mrvz, May Wave$, Локими…"		1.0674455879126548e+18	natalie_rstv	Tue Nov 27 15:50:34 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0.0	152.0	1543333834.0		
44	"RT @mkomsomolets: Концерт Басты, Oxxxymiron и Noise MC: рэперы опоздали освободить Хаски

В заочном баттле победили анонимные «администрато…"		1.0674455062999122e+18	57Sergeeva	Tue Nov 27 15:50:15 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0.0	0.0	1543333815.0		
45	"Мне понравилось видео ""OXXXYMIRON &amp; NOIZE MC &amp; БАСТА - СОТВОРИЛИ ИСТОРИЮ? /"		1.0674453817877258e+18	IllDoochE	Tue Nov 27 15:49:45 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543333785.0		
46	"RT @KoleNikita: Чтобы вы понимали!

На одной сцене:

Face, Рома Жиган, PLC, MARKUL, Киевстонер, 25\17, Касс, Thomas Mrvz, May Wave$, Локими…"		1.0674452127405752e+18	s_sfnv	Tue Nov 27 15:49:05 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0.0	152.0	1543333745.0		
47	Концерт солидарности #ябудупетьсвоюмузыку БАСТА OXXXYMIRON NOIZE MC https://t.co/UOvnjV66lb с помощью @YouTube		1.067444219164414e+18	vinsity	Tue Nov 27 15:45:08 +0000 2018	[Hashtag(Text='ябудупетьсвоюмузыку')]	0.0	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	1.0	0.0	1543333508.0		
48	"Мне понравилось видео ""OXXXYMIRON &amp; NOIZE MC &amp; БАСТА - СОТВОРИЛИ ИСТОРИЮ? /"		1.0674437833930342e+18	BDT_DGHaZe	Tue Nov 27 15:43:24 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543333404.0		
49	"Мне понравилось видео ""Oxxxymiron - Песенка Гремлина"" (https://t.co/7l1af8XCd0) на @YouTube."		1.067442101409837e+18	yevgeniy88171	Tue Nov 27 15:36:43 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543333003.0		
50	"Мне понравилось видео ""OXXXYMIRON х БАСТА х NOIZE MC - МОЯ ИГРА (LIVE)"		1.0674397493617418e+18	TimonzZ	Tue Nov 27 15:27:22 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543332442.0		
51	"Мне понравилось видео ""ХАСКИ, OXXXYMIRON, NOIZE MC, БАСТА.Трансляция концерта"		1.0674385406722703e+18	theneonazk12	Tue Nov 27 15:22:34 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543332154.0		
52	"Мне понравилось видео ""OXXXYMIRON &amp; NOIZE MC &amp; БАСТА - СОТВОРИЛИ ИСТОРИЮ? /"		1.0674383523565117e+18	BLXT_BLOODEMIX	Tue Nov 27 15:21:49 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543332109.0		
53	"RT @KoleNikita: Чтобы вы понимали!

На одной сцене:

Face, Рома Жиган, PLC, MARKUL, Киевстонер, 25\17, Касс, Thomas Mrvz, May Wave$, Локими…"		1.0674372957231514e+18	Maiterain1	Tue Nov 27 15:17:37 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0.0	152.0	1543331857.0		
54	Oxxxymiron, Noize MC и Баста провели концерт в поддержку рэпера Хаски https://t.co/pgujuWych3 с помощью @YouTube		1.067437289620435e+18	benvele32	Tue Nov 27 15:17:36 +0000 2018	[]	0.0	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0.0	0.0	1543331856.0		
55	"RT @norimyxxxo: Я БУДУ ПЕТЬ СВОЮ МУЗЫКУ: 
Баста, Oxxxymiron, Noize MC.

Концерт солидарности. 

26 ноября, Главклуб, Москва. 

Вся инфа и б…"		1.0674350074870374e+18	DSaxon75	Tue Nov 27 15:08:32 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0.0	4073.0	1543331312.0		
56	"RT @Rapnewspro: Сегодняшний концерт так всех сплотил, что кажется, появись на нем Шокк, его бы Мирон тоже обнял 😂

На фото: Oxxxymiron x FA…"		1.0674346917272453e+18	grooooooy8	Tue Nov 27 15:07:17 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0.0	7.0	1543331237.0		
57	"Мне понравилось видео ""OXXXYMIRON &amp; NOIZE MC &amp; БАСТА - СОТВОРИЛИ ИСТОРИЮ? /"		1.067434012791042e+18	blitzwingeryout	Tue Nov 27 15:04:35 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543331075.0		
58	"RT @KoleNikita: Чтобы вы понимали!

На одной сцене:

Face, Рома Жиган, PLC, MARKUL, Киевстонер, 25\17, Касс, Thomas Mrvz, May Wave$, Локими…"		1.0674325879818609e+18	tvet_ili_net	Tue Nov 27 14:58:55 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0.0	152.0	1543330735.0		
59	"RT @BstSongQuotes: Можете величать меня исчадьем ада

\Oxxxymiron\"		1.0674305009003848e+18	mbitkin2k17O	Tue Nov 27 14:50:37 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0.0	51.0	1543330237.0		
60	"RT @KoleNikita: Чтобы вы понимали!

На одной сцене:

Face, Рома Жиган, PLC, MARKUL, Киевстонер, 25\17, Касс, Thomas Mrvz, May Wave$, Локими…"		1.067430190983213e+18	varvara07176123	Tue Nov 27 14:49:24 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0.0	152.0	1543330164.0		
61	"RT @tvrain: Мощна речь Оксимирона в начале его выступления на концерте #ябудупетьсвоюмузыку. 

На самом деле то, что произошло прошедшим ве…"		1.0674287747513508e+18	malenkiy_jersey	Tue Nov 27 14:43:46 +0000 2018	[Hashtag(Text='ябудупетьсвоюмузыку')]	0.0	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0.0	33.0	1543329826.0		
62	OXXXYMIRON LIVE + БАСТА МОЯ ИГРА (В поддержку ХАСКИ): https://t.co/7g0Przursu via @YouTube		1.0674282200001823e+18	wadim251185	Tue Nov 27 14:41:34 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543329694.0		
63	"RT @BstSongQuotes: ты ничем не лучше других, 
чудес не бывает

\Oxxxymiron\"		1.0674278937125478e+18	rtSUvSsWi5OToPw	Tue Nov 27 14:40:16 +0000 2018	[]	0.0	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0.0	16.0	1543329616.0		
64	"RT @norimyxxxo: Я БУДУ ПЕТЬ СВОЮ МУЗЫКУ: 
Баста, Oxxxymiron, Noize MC.

Концерт солидарности. 

26 ноября, Главклуб, Москва. 

Вся инфа и б…"		1.0674270229372887e+18	RiKw6EJqCfugKdF	Tue Nov 27 14:36:48 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0.0	4073.0	1543329408.0		
65	"Oxxxymiron: ""Детям нужна не цензура и изоляция от ""всего плохого"", а забота и воспитание родителей, здоровая самооц… https://t.co/Re3HegWmTd"		1.067424694310101e+18	Danya91244026	Tue Nov 27 14:27:33 +0000 2018	[]	0.0	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0.0	0.0	1543328853.0		
66	"Что Oxxxymiron говорил на концерте солидарности?

https://t.co/I6RvoGLlA3"		1.0674240879815148e+18	GQRussia	Tue Nov 27 14:25:09 +0000 2018	[]	0.0	"<a href=""http://targetings.com/"" rel=""nofollow"">TargetingS</a>"	0.0	0.0	1543328709.0		
67	"RT @KoleNikita: Чтобы вы понимали!

На одной сцене:

Face, Рома Жиган, PLC, MARKUL, Киевстонер, 25\17, Касс, Thomas Mrvz, May Wave$, Локими…"		1.0674239179066573e+18	ArtemLimpapo	Tue Nov 27 14:24:28 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0.0	152.0	1543328668.0		
68	Я буду петь свою музыку: Баста и Oxxxymiron спели в поддержку Хаски https://t.co/Wk2QH978p2 с помощью @YouTube		1.0674216003399762e+18	mikola2886	Tue Nov 27 14:15:15 +0000 2018	[]	0.0	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0.0	0.0	1543328115.0		
69	"RT @norimyxxxo: Я БУДУ ПЕТЬ СВОЮ МУЗЫКУ: 
Баста, Oxxxymiron, Noize MC.

Концерт солидарности. 

26 ноября, Главклуб, Москва. 

Вся инфа и б…"		1.0674211186198938e+18	DeadSou51219550	Tue Nov 27 14:13:21 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0.0	4073.0	1543328001.0		
70	СЕБЯ ЗАПРЕТИТЕ / ОТМЕНЫ КОНЦЕРТОВ, ЗАПРЕТЫ/ OXXXYMIRON, ХАСКИ, ЛСП, КОМПЬЮТЕРНЫЕ		1.0674200000745718e+18	RKurbangaleev	Tue Nov 27 14:08:54 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543327734.0		
71	"RT @KoleNikita: Чтобы вы понимали!

На одной сцене:

Face, Рома Жиган, PLC, MARKUL, Киевстонер, 25\17, Касс, Thomas Mrvz, May Wave$, Локими…"		1.0674190651138253e+18	afima_afi	Tue Nov 27 14:05:11 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0.0	152.0	1543327511.0		
72	"Мне понравилось видео ""Вассерман расшифровывает Oxxxymiron'а. О чем читает рэпер/"		1.0674189546610156e+18	SpaunShaDie	Tue Nov 27 14:04:45 +0000 2018	[]	0.0	"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>"	0.0	0.0	1543327485.0		
73	"RT @KoleNikita: Чтобы вы понимали!

На одной сцене:

Face, Рома Жиган, PLC, MARKUL, Киевстонер, 25\17, Касс, Thomas Mrvz, May Wave$, Локими…"		1.0674168834423972e+18	SofiaGolz	Tue Nov 27 13:56:31 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0.0	152.0	1543326991.0		
74	RT @borissssova: @romabordunov Баста, Нойз мс, FACE, Навальный, Джиган, Егор крид, Николай Соболев и OXXXYMIRON исполнили СКИБИДИ ЧЕЛЕНДЖ в…		1.067413259626709e+18	robertomustdie	Tue Nov 27 13:42:07 +0000 2018	[]	0.0	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0.0	11.0	1543326127.0		
75	"RT @KoleNikita: Чтобы вы понимали!

На одной сцене:

Face, Рома Жиган, PLC, MARKUL, Киевстонер, 25\17, Касс, Thomas Mrvz, May Wave$, Локими…"		1.0674128805748736e+18	laaankoy	Tue Nov 27 13:40:36 +0000 2018	[]	0.0	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>"	0.0	152.0	1543326036.0		
